Id,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_Under25,Odd_BTTS_Yes,Odd_BTTS_No
ERUq06ui,12/05/2024,12:30,ENGLAND - PREMIER LEAGUE,Manchester Utd,Arsenal,7.5,5.5,1.36,1.33,3.4,1.57,2.25
UgsuZ3Hu,12/05/2024,16:00,FRANCE - LIGUE 1,Clermont,Lyon,6.0,4.33,1.55,1.4,3.0,1.5,2.5
EqlVsvqD,12/05/2024,16:00,FRANCE - LIGUE 1,Marseille,Lorient,1.44,5.0,6.5,1.53,2.5,1.7,2.05
27umXsnh,12/05/2024,16:00,FRANCE - LIGUE 1,Montpellier,Monaco,4.0,4.2,1.75,1.36,3.2,1.36,3.0
8ptqYNWo,12/05/2024,16:00,FRANCE - LIGUE 1,Nantes,Lille,4.0,3.5,1.91,2.1,1.73,1.91,1.91
OfeIptaf,12/05/2024,16:00,FRANCE - LIGUE 1,PSG,Toulouse,1.36,5.5,7.0,1.36,3.2,1.57,2.25
KMlRrKT6,12/05/2024,16:00,FRANCE - LIGUE 1,Rennes,Lens,2.5,3.4,2.8,1.87,2.0,1.67,2.1
6JpNq0E0,12/05/2024,16:00,FRANCE - LIGUE 1,Strasbourg,Metz,2.2,3.6,3.1,1.83,2.04,1.7,2.05
GKnBUOyO,12/05/2024,10:30,GERMANY - BUNDESLIGA,Darmstadt,Hoffenheim,5.0,4.5,1.6,1.36,3.2,1.4,2.75
6NvEhyOD,12/05/2024,12:30,GERMANY - BUNDESLIGA,Bayern Munich,Wolfsburg,1.4,5.75,6.5,1.4,3.0,1.62,2.2
Khg2Wp7B,12/05/2024,14:30,GERMANY - BUNDESLIGA,Bochum,Bayer Leverkusen,4.2,4.33,1.73,1.5,2.63,1.5,2.5
CbAht9rG,12/05/2024,07:30,ITALY - SERIE A,Lazio,Empoli,1.6,4.0,5.5,2.02,1.88,1.95,1.8
QsCprVD3,12/05/2024,10:00,ITALY - SERIE A,Genoa,Sassuolo,2.2,3.5,3.2,1.92,1.98,1.7,2.05
4dkXYQzj,12/05/2024,10:00,ITALY - SERIE A,Verona,Torino,2.8,2.9,2.75,2.63,1.5,2.05,1.7
4YAlskT9,12/05/2024,13:00,ITALY - SERIE A,Juventus,Salernitana,1.14,8.5,15.0,1.5,2.63,2.38,1.53
GCUgL76j,12/05/2024,15:45,ITALY - SERIE A,Atalanta,AS Roma,1.95,3.6,3.8,1.8,2.0,1.7,2.05
tG7HfxIl,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Ajax,Almere City,1.22,7.0,11.0,1.36,3.1,1.91,1.91
2P8DeI2r,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Excelsior,Heracles,1.85,3.75,4.0,1.5,2.5,1.5,2.5
ADEZ20A8,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,G.A. Eagles,AZ Alkmaar,4.33,3.75,1.8,1.67,2.15,1.67,2.1
0rXrtw3e,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Heerenveen,Vitesse,1.45,4.75,6.5,1.44,2.7,1.62,2.2
dAQivHX7,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Nijmegen,Feyenoord,5.0,4.33,1.6,1.44,2.7,1.53,2.38
OGIw2KPE,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Sittard,PSV,10.0,6.0,1.29,1.4,2.88,1.75,2.0
pW6n0bfR,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Twente,FC Volendam,1.06,13.0,29.0,1.22,4.2,2.2,1.62
6u8r1vuL,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Utrecht,Sparta Rotterdam,1.7,4.0,4.5,1.6,2.3,1.62,2.2
IJRmucI1,12/05/2024,09:30,NETHERLANDS - EREDIVISIE,Waalwijk,Zwolle,1.7,4.33,4.33,1.5,2.5,1.53,2.38
dOgqbOeE,12/05/2024,09:00,SPAIN - LALIGA,Cadiz CF,Getafe,2.1,3.2,3.8,2.63,1.5,2.1,1.67
tGPbjCx8,12/05/2024,11:15,SPAIN - LALIGA,Atl. Madrid,Celta Vigo,1.44,4.5,8.0,1.57,2.38,1.75,2.0
lMYNjtll,12/05/2024,13:30,SPAIN - LALIGA,Valencia,Rayo Vallecano,2.25,3.1,3.6,2.63,1.5,2.05,1.7
AVZJiMYs,12/05/2024,16:00,SPAIN - LALIGA,Betis,Almeria,1.33,5.5,8.0,1.53,2.5,1.75,2.0
4M0yhSnn,12/05/2024,16:00,AFRICA - CAF CONFEDERATION CUP,Berkane,Zamalek,2.05,2.88,3.6,2.6,1.48,2.2,1.62
pzwlaiRj,12/05/2024,06:00,ANDORRA - PRIMERA DIVISIÓ,Atletic America,Pas de la Casa,4.05,3.7,1.7,1.72,1.91,1.69,2.11
zgkdLWvk,12/05/2024,15:30,ARGENTINA - LIGA PROFESIONAL,Dep. Riestra,San Lorenzo,2.88,2.88,2.88,2.88,1.4,2.25,1.57
IHfiMCPr,12/05/2024,15:30,ARGENTINA - LIGA PROFESIONAL,Tigre,Estudiantes L.P.,3.25,3.0,2.4,2.7,1.44,2.2,1.62
Mo9LRY1L,12/05/2024,17:45,ARGENTINA - LIGA PROFESIONAL,Belgrano,Racing Club,3.4,3.3,2.2,2.15,1.67,1.95,1.8
Eql0Kjfe,12/05/2024,17:45,ARGENTINA - LIGA PROFESIONAL,Lanus,Ind. Rivadavia,1.6,3.6,5.75,2.15,1.67,2.1,1.67
SnEZYk9l,12/05/2024,20:15,ARGENTINA - LIGA PROFESIONAL,Atl. Tucuman,Boca Juniors,2.8,3.1,2.7,2.5,1.5,2.1,1.67
xv5dgYtk,12/05/2024,13:10,ARGENTINA - PRIMERA NACIONAL,San Telmo,Atletico Atlanta,2.15,2.9,4.0,2.7,1.44,2.2,1.62
bgg5iCB1,12/05/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Guillermo Brown,Deportivo Madryn,2.88,3.0,2.63,2.88,1.4,2.38,1.53
x0YomcKF,12/05/2024,15:10,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,Quilmes,3.0,2.8,2.63,3.1,1.36,2.38,1.53
6ZxjnHZL,12/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Alvarado,Talleres (R.E),2.2,3.0,3.6,2.7,1.44,2.25,1.57
GppwkJk3,12/05/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Deportivo Maipu,Ferro,2.88,3.0,2.6,2.4,1.53,2.0,1.73
b9Zslw59,12/05/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Jujuy,San Miguel,2.2,2.9,3.75,2.7,1.44,2.2,1.62
j7EMtecq,12/05/2024,16:00,ARGENTINA - PRIMERA NACIONAL,Patronato,Chacarita Juniors,3.1,2.9,2.5,2.6,1.48,2.1,1.67
xOGYwgs2,12/05/2024,17:30,ARGENTINA - PRIMERA NACIONAL,Nueva Chicago,Gimnasia Mendoza,2.38,2.88,3.4,3.1,1.36,2.38,1.53
pQyfoykS,12/05/2024,18:00,ARGENTINA - PRIMERA NACIONAL,Racing Cordoba,CA Estudiantes,2.25,3.0,3.5,2.88,1.4,2.38,1.53
n14Tt0X0,12/05/2024,03:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Wellington Phoenix,1.8,3.75,4.2,1.8,2.0,1.7,2.05
06i20Pec,12/05/2024,02:00,AUSTRALIA - NPL ACT,Gungahlin,O'Connor Knights,2.95,3.8,2.05,1.42,2.47,1.4,2.52
Eo7flcrD,12/05/2024,01:30,AUSTRALIA - NPL NORTHERN NSW,Charlestown Azzurri,Valentine,1.91,3.6,3.25,1.73,2.08,1.53,2.2
KO7jkwT6,12/05/2024,01:30,AUSTRALIA - NPL NORTHERN NSW,Weston Workers,Cooks Hill United,1.7,4.0,3.6,1.57,2.35,1.5,2.27
KxZgiZZM,12/05/2024,02:00,AUSTRALIA - NPL NSW,Blacktown City,Marconi Stallions,1.95,3.95,3.05,1.44,2.4,1.44,2.4
WCxbjgkT,12/05/2024,02:00,AUSTRALIA - NPL NSW,Rockdale Ilinden,Sydney FC U23,1.22,6.5,8.75,1.23,3.35,1.53,2.2
EiI1JDRI,12/05/2024,02:00,AUSTRALIA - NPL QUEENSLAND,Brisbane Roar U23,Gold Coast Utd,2.9,3.75,2.1,1.44,2.42,1.4,2.52
hrH5IXtP,12/05/2024,03:30,AUSTRALIA - NPL QUEENSLAND,Olympic FC,Sunshine Coast Wanderers,1.72,4.1,3.8,1.47,2.32,1.5,2.25
l6KjJesP,12/05/2024,04:15,AUSTRALIA - NPL QUEENSLAND,Rochedale,Brisbane City,3.5,3.95,1.8,1.42,2.45,1.44,2.42
Ey4iGd66,12/05/2024,02:00,AUSTRALIA - NPL VICTORIA,St Albans,South Melbourne,9.0,5.7,1.24,1.39,2.55,1.8,1.8
I7mkR6AE,12/05/2024,05:30,AUSTRALIA - QUEENSLAND PREMIER LEAGUE,Capalaba,SWQ Thunder,3.75,4.5,1.65,1.24,3.25,1.3,2.92
0UNKcoV5,12/05/2024,12:00,AUSTRIA - BUNDESLIGA,A. Klagenfurt,SK Rapid,3.6,3.6,1.95,1.73,2.08,1.62,2.2
vLMOd5pC,12/05/2024,12:00,AUSTRIA - BUNDESLIGA,Hartberg,Salzburg,6.5,4.33,1.5,1.53,2.4,1.7,2.05
67OGbRFa,12/05/2024,12:00,AUSTRIA - BUNDESLIGA,LASK,Sturm Graz,2.7,3.4,2.5,1.98,1.88,1.75,2.0
APGJmX3f,12/05/2024,05:30,AUSTRIA - 2. LIGA,Kapfenberg,Amstetten,2.02,3.6,3.25,1.65,2.15,1.57,2.25
Wv5SoBY6,12/05/2024,05:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),Lafnitz,2.95,3.9,2.07,1.4,2.7,1.39,2.77
YZwKqFbh,12/05/2024,10:00,AZERBAIJAN - PREMIER LEAGUE,Gabala,Sabah Baku,5.7,4.4,1.45,1.57,2.12,1.72,1.88
jBlFpeqn,12/05/2024,12:30,AZERBAIJAN - PREMIER LEAGUE,Sumqayit,Sabail,1.65,3.8,4.6,1.8,1.9,1.78,1.82
GOhvYgMD,12/05/2024,10:00,BELARUS - VYSSHAYA LIGA,Isloch,Din. Minsk,3.86,3.6,1.94,1.95,1.86,1.81,1.95
4QOkRNm1,12/05/2024,12:00,BELARUS - VYSSHAYA LIGA,Zhodino,Naftan,1.31,5.15,11.0,1.91,1.91,2.43,1.53
